V1,v1_time_fitness_minutes,v1_distance_fitness_km,v1_runtime,V2,v2_time_fitness_minutes,v2_distance_fitness_km,v2_runtime,V3,v3_time_fitness_minutes,v3_distance_fitness_km,v3_runtime
,555.8761871,454.1542065,9.846955061,,1322.894575,730.392278,0.049527168,,1430.743242,576.1361656,0.02600503
,690.4128272,478.3155725,10.34977102,,1792.823674,652.4820476,0.037818909,,1430.743242,576.1361656,0.024018049
,555.4725,496.0619264,9.556836128,,1277.304831,720.8849059,0.038007021,,1430.743242,576.1361656,0.02937007
,665.8232466,479.5773356,9.57089591,,1447.204592,759.2644862,0.040081024,,1430.743242,576.1361656,0.021440029
,565.8832789,467.4895733,9.807871819,,1393.878779,753.9197205,0.03836894,,1430.743242,576.1361656,0.02530694
,675.0406726,475.4850086,10.41007996,,1744.140382,658.1261919,0.037898064,,1430.743242,576.1361656,0.024090052
,632.7483761,444.053982,9.940523863,,1925.688359,781.7911333,0.03737998,,1430.743242,576.1361656,0.023535013
,632.8017362,457.5465513,9.863820076,,1382.397752,696.8250233,0.036901951,,1430.743242,576.1361656,0.022226095
,613.6945312,474.9821151,9.826148987,,1535.021759,733.701339,0.03745985,,1430.743242,576.1361656,0.024355888
,584.8039863,436.1866902,9.673681021,,1587.157293,679.2465875,0.040655851,,1430.743242,576.1361656,0.022371054
,565.5863481,470.5186,9.737683058,,1485.000562,624.9737678,0.03946805,,1430.743242,576.1361656,0.021454096
,557.3468034,480.021445,9.582374096,,1754.812457,713.1482807,0.033756018,,1430.743242,576.1361656,0.023499966
,602.7995492,477.8605657,9.859164,,1476.500114,702.5846142,0.034932137,,1430.743242,576.1361656,0.024006844
,662.431378,500.247041,9.666347981,,1890.604764,709.5407114,0.041279793,,1430.743242,576.1361656,0.024349928
,599.6169042,470.3518766,9.855751038,,1376.863953,748.1060216,0.034111023,,1430.743242,576.1361656,0.023454905
,631.5718238,450.064605,9.761453867,,1573.121686,652.3261619,0.032957077,,1430.743242,576.1361656,0.02136302
,604.118265,484.7318908,9.683232069,,1529.709521,729.4686983,0.039050102,,1430.743242,576.1361656,0.029362917
,583.0691022,483.2455464,9.832538843,,1371.047889,804.0709643,0.035353899,,1430.743242,576.1361656,0.025057077
,591.7456971,451.6377512,10.11092782,,1774.34132,694.1328384,0.034900904,,1430.743242,576.1361656,0.021958113
,554.5936764,451.2367925,10.11073399,,1648.229165,692.1620063,0.032183886,,1430.743242,576.1361656,0.025149107
,,,,,,,,,,,
Median ,601.2082267,472.7503576,9.829343915,,1532.36564,711.344496,0.03763938,,1430.743242,576.1361656,0.024012446
Dataset size: 200,,,,,,,,,,,
