V1,v1_time_fitness_minutes,v1_distance_fitness_km,v1_runtime,V2,v2_time_fitness_minutes,v2_distance_fitness_km,v2_runtime,V3,v3_time_fitness_minutes,v3_distance_fitness_km,v3_runtime
,686.3719449,504.2075291,9.128359795,,1714.229569,646.2073851,0.053403854,,1244.597806,532.4563944,0.025815964
,647.6661459,477.3784555,9.253663063,,1865.805513,654.4496486,0.038859844,,1244.597806,532.4563944,0.023797035
,642.3795642,483.6503933,8.957093954,,2247.111194,715.8052448,0.036295891,,1244.597806,532.4563944,0.024454832
,557.8969903,454.6116234,8.983814955,,1579.925198,656.7515599,0.036218166,,1244.597806,532.4563944,0.026793957
,613.95266,497.7032895,8.927047968,,1879.628755,648.1214972,0.039906025,,1244.597806,532.4563944,0.026739836
,640.8081469,462.1387999,8.741341114,,1847.329324,693.6238889,0.039081097,,1244.597806,532.4563944,0.022822142
,652.6212298,505.7693595,8.707216978,,1496.82852,732.2724545,0.037550926,,1244.597806,532.4563944,0.021317005
,551.5163271,469.1967294,8.65892005,,1705.613957,676.6158966,0.035331011,,1244.597806,532.4563944,0.021317959
,611.0497495,448.0913829,8.694612026,,1818.370566,679.7868477,0.034230947,,1244.597806,532.4563944,0.020656109
,627.1933873,511.5379709,8.715321064,,1662.033841,735.8683079,0.033513069,,1244.597806,532.4563944,0.021147013
,665.1417682,454.2513579,8.74375701,,1591.537185,705.3542194,0.035021782,,1244.597806,532.4563944,0.022476196
,635.7752816,470.2090802,8.712736845,,1541.386542,720.273207,0.033386946,,1244.597806,532.4563944,0.021872997
,614.945739,471.4601586,8.601861,,1566.545497,723.6044904,0.035511017,,1244.597806,532.4563944,0.023845911
,617.4795975,499.7757951,8.663835049,,1970.925719,638.8785031,0.039717913,,1244.597806,532.4563944,0.0225811
,571.2946818,457.0759956,8.734404087,,1290.328818,741.2753009,0.03726697,,1244.597806,532.4563944,0.024934053
,649.4862863,471.0920879,8.643554926,,1415.072611,776.144222,0.034533978,,1244.597806,532.4563944,0.021888018
,551.5163271,452.6162511,8.636965036,,1472.260178,813.8964151,0.036828041,,1244.597806,532.4563944,0.021543026
,594.3508364,484.154161,8.648324013,,2017.869059,694.3358864,0.035191059,,1244.597806,532.4563944,0.021131039
,665.1417682,478.8161475,8.609583139,,1814.144782,712.5533085,0.03579998,,1244.597806,532.4563944,0.022595167
,643.8220228,504.6790591,8.659111023,,2195.86353,640.3538591,0.03755188,,1244.597806,532.4563944,0.023919106
,,,,,,,,,,,
Median,631.4843345,474.419307,8.709976912,,1709.921763,699.8450529,0.036257029,,1244.597806,532.4563944,0.022588134
Dataset size:,200,,,,,,,,,,
