V1,v1_time_fitness_minutes,v1_distance_fitness_km,v1_runtime,V2,v2_time_fitness_minutes,v2_distance_fitness_km,v2_runtime,V3,v3_time_fitness_minutes,v3_distance_fitness_km,v3_runtime
,792.7827922,585.0843521,26.23259497,,1766.491749,886.969744,0.082931995,,1568.358539,623.7236421,0.052870989
,700.6751077,553.9252943,25.34859204,,1662.630281,996.7763419,0.077912092,,1568.358539,623.7236421,0.056391954
,734.1934868,579.041889,27.27873898,,1748.761478,978.7590213,0.076307058,,1568.358539,623.7236421,0.051172972
,734.1934868,551.8708957,26.89032221,,2183.17928,990.8402336,0.086019039,,1568.358539,623.7236421,0.076359987
,750.9293449,575.7217858,27.2594552,,1393.299289,1072.776769,0.069078207,,1568.358539,623.7236421,0.053382158
,713.7371357,547.1388612,27.01011992,,2031.267998,1010.495814,0.075366974,,1568.358539,623.7236421,0.051613092
,749.5823671,590.4535406,25.89339399,,1876.782606,868.5735065,0.072957039,,1568.358539,623.7236421,0.050797939
,827.4934445,566.8242682,26.40230894,,1771.860072,946.3478038,0.07564497,,1568.358539,623.7236421,0.053364992
,792.7827922,615.6404795,25.77218413,,1824.811647,1053.653346,0.075440884,,1568.358539,623.7236421,0.059103012
,734.1934868,570.7467293,25.90523696,,2093.282583,809.5481576,0.085227966,,1568.358539,623.7236421,0.055554152
,647.951694,599.4836609,27.38756394,,1371.282749,1008.797124,0.079159975,,1568.358539,623.7236421,0.059803009
,740.6524081,579.6898918,26.77305293,,1901.723103,934.2422764,0.08446908,,1568.358539,623.7236421,0.059499979
,692.9860215,600.5135724,27.18343902,,1865.67686,932.7827006,0.094295979,,1568.358539,623.7236421,0.066210985
,734.1934868,554.0728944,26.78214407,,1936.50713,992.8052229,0.092077971,,1568.358539,623.7236421,0.071008921
,665.4204437,592.1426912,25.72618103,,2004.470562,965.5111028,0.091440916,,1568.358539,623.7236421,0.072361946
,792.7827922,582.0278417,26.00846314,,1904.340819,1033.41899,0.093357086,,1568.358539,623.7236421,0.068967104
,700.6751077,597.9849781,25.8536191,,2089.055827,884.327315,0.093696117,,1568.358539,623.7236421,0.063601971
,734.1934868,567.9058238,26.10180593,,1888.337611,974.1900792,0.085705042,,1568.358539,623.7236421,0.066647053
,827.4934445,557.4792191,24.40061688,,1894.401024,1126.279213,0.088179827,,1568.358539,623.7236421,0.065103054
,778.2488825,594.5199115,26.71112895,,1779.05841,1021.920613,0.084210873,,1568.358539,623.7236421,0.062264919
,,,,,,,,,,,
Median,734.1934868,579.3658904,26.31745195,,1882.560109,984.7996275,0.084339976,,1568.358539,623.7236421,0.059651494
Dataset size,300,,,,,,,,,,
